Name,Tenant domain,Container,Source,Group email,Created time,Last activity date,Description,Group type,Viva Engage connection,Hide from address list,Aliases,Team status,Synced from on-premises,Security enabled,Membership type,Privacy,Roles assignable,Roles,Site URL,Mailbox size (GB),Storage used (GB),Sensitivity label,Allow external senders to email this Group,Owners,Members,First EnPower registration time,Group ID,Registered,Primary contact,Secondary contact,Membership assignment method,Claim status,Contact election profile,Renewal profile,Phase,Phase assignee,Renewal start time,Renewal due date,Next renewal date,Last renewal time,Last renewed by,B-Department,Please Select a Site Type to Start the Site Creation Request,B-Library Short Name,B-Library name,Department,Allow External Sharing-choice,EDRMS Site Type,Please select: Lock Site / Unlock Site,Library Short Name,Library name,Please Select a Library Type to Start the Library Creation Request,Procurement library,Allow External Sharing,RefinableString00,Department22,Site Short Name,DRM Department,Business Need,Desired Outcomes,Key Risks and Considerations,Content Category,Site URL,Remarks,Records Manager,Project Owner,External Sharing Allowed?,Choose Project Site Template,Choose Site Template,Please provide business reasons for having site site.,Segment,Division,Region,Manager,Purpose of Use,Request Reason,External Company Name,GALines,Archiver,Delete Site,D- Change list setting
dane-c-28,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-28@7rkd12.onmicrosoft.com,8/13/2026 1:52:18 PM,-,dane-c-28,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/dane-Site-Title-c-28,0.00,0.00,None,Off,1,1,8/13/2026 4:47:44 PM,32d21091-7506-4c4a-9704-81c2f77388cf,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-29,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-29@7rkd12.onmicrosoft.com,8/13/2026 1:52:24 PM,-,dane-c-29,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-29,0.00,0.00,None,Off,1,1,8/13/2026 4:49:20 PM,98a4a178-110b-4402-9bb4-7a3b11664dba,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-3,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-3@7rkd12.onmicrosoft.com,8/13/2026 11:20:49 AM,-,dane-c-3,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-3,0.00,0.00,None,Off,1,1,8/13/2026 1:39:59 PM,14d32527-d6b1-47a1-bb3b-1412e94f4c8a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-30,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-30@7rkd12.onmicrosoft.com,8/13/2026 1:52:32 PM,-,dane-c-30,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-30,0.00,0.00,None,Off,1,1,8/13/2026 4:48:06 PM,addef316-1065-4870-b5e8-b788f8b64b97,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-4,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-4@7rkd12.onmicrosoft.com,8/13/2026 11:24:19 AM,-,dane-c-4,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-4,0.00,0.00,None,Off,1,1,8/13/2026 1:40:39 PM,a19e41e4-65c6-4bf5-aa1a-34a0a37fad2b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-5,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-5@7rkd12.onmicrosoft.com,8/13/2026 11:25:40 AM,-,dane-c-5,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-5,0.00,0.00,None,Off,1,1,8/13/2026 1:40:19 PM,380ab970-54b2-40ba-9fba-4f8a1c4440d7,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-6,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-6@7rkd12.onmicrosoft.com,8/13/2026 12:19:10 PM,-,dane-c-6,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-6,0.00,0.00,None,Off,1,1,8/13/2026 1:42:24 PM,9f9995a6-e3b5-4662-b2dd-a0ddfddd48ce,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-7,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-7@7rkd12.onmicrosoft.com,8/13/2026 12:19:21 PM,-,dane-c-7,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-7,0.00,0.00,None,Off,1,1,8/13/2026 1:41:24 PM,7296cb48-fcc2-450d-935a-0bebc5b8c08b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-8,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-8@7rkd12.onmicrosoft.com,8/13/2026 12:31:24 PM,-,dane-c-8,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-8,0.00,0.00,None,Off,1,1,8/13/2026 1:46:01 PM,d52de272-a603-40a9-b51d-3beedc8e0441,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-c-9,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-c-9@7rkd12.onmicrosoft.com,8/13/2026 12:54:28 PM,-,dane-c-9,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-c-9,0.00,0.00,None,Off,1,1,8/13/2026 3:37:59 PM,9fbb643d-286b-4a1d-bd29-0845fdff4732,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-1@7rkd12.onmicrosoft.com,8/12/2026 10:33:29 PM,-,dane-d-1,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-d-1,0.00,0.00,None,Off,1,1,8/13/2026 1:05:24 AM,b60bb319-f737-47a2-aa4b-e83d63469cda,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-2,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-2@7rkd12.onmicrosoft.com,8/12/2026 10:48:34 PM,-,dane-d-2,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Dane-Site-Title-d-2,0.00,0.00,None,Off,1,1,8/13/2026 1:46:52 AM,76fc3e69-8a52-47bc-89eb-5fdb06118ed9,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-3,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-3@7rkd12.onmicrosoft.com,8/12/2026 11:00:16 PM,-,dane-d-3,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Dane-Site-Title-d-3,0.00,0.00,None,Off,1,1,8/13/2026 1:47:23 AM,47ea6bef-5c7f-4474-9918-1d34185d46fc,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-4,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-4@7rkd12.onmicrosoft.com,8/13/2026 12:40:03 AM,-,dane-d-4,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-d-4,0.00,0.00,None,Off,1,1,8/13/2026 2:36:12 AM,22fba6d8-68ac-4280-90cd-5ce6ea83039e,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-5,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-5@7rkd12.onmicrosoft.com,8/12/2026 11:12:16 PM,-,dane-d-5,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-d-5,0.00,0.00,None,Off,1,1,8/13/2026 1:49:02 AM,14e82ed6-631e-41af-a9b3-7582a2d28fed,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-d-6,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Dane-Site-Title-d-6@7rkd12.onmicrosoft.com,8/12/2026 11:12:44 PM,-,dane-d-6,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-d-6,0.00,0.00,None,Off,1,1,8/13/2026 1:47:45 AM,9692ca9a-eab7-4ed9-9e04-21755c36c119,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-1@7rkd12.onmicrosoft.com,8/13/2026 6:35:12 PM,-,dane-ddos-1,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-1,0.00,0.00,None,Off,1,1,8/13/2026 8:37:25 PM,aa9ff4cb-9de2-455c-a34f-942218e67fcc,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-10,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-10@7rkd12.onmicrosoft.com,8/13/2026 6:36:47 PM,-,dane-ddos-10,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-10,0.00,0.00,None,Off,1,1,8/13/2026 8:41:42 PM,4021875c-2c22-4ee1-93a4-82761776dd62,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-100,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-100@7rkd12.onmicrosoft.com,8/14/2026 10:02:47 AM,-,dane-ddos-100,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-100,0.00,0.00,None,Off,1,1,8/14/2026 12:43:27 PM,4cf855bb-7cb8-464f-ad32-68afa34d0c02,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-101,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-101@7rkd12.onmicrosoft.com,8/14/2026 10:02:56 AM,-,dane-ddos-101,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-101,0.00,0.00,None,Off,1,1,8/14/2026 12:42:08 PM,fe32f5c9-3d35-4ab7-9bf9-bfa7add15a3a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-102,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-102@7rkd12.onmicrosoft.com,8/14/2026 10:03:03 AM,-,dane-ddos-102,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-102,0.00,0.00,None,Off,1,1,8/14/2026 12:45:40 PM,06b09a0d-00e3-4522-af60-15d2c08f8561,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-103,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-103@7rkd12.onmicrosoft.com,8/14/2026 10:03:11 AM,-,dane-ddos-103,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-103,0.00,0.00,None,Off,1,1,8/14/2026 12:46:18 PM,77e917e0-720a-49d3-b417-d7f6f8f2d902,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-104,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-104@7rkd12.onmicrosoft.com,8/14/2026 10:03:18 AM,-,dane-ddos-104,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-104,0.00,0.00,None,Off,1,1,8/14/2026 12:44:40 PM,da714168-4e99-484c-a89f-977d9f489fbb,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-105,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-105@7rkd12.onmicrosoft.com,8/14/2026 10:03:25 AM,-,dane-ddos-105,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-105,0.00,0.00,None,Off,1,1,8/14/2026 12:43:45 PM,fd4914a4-f9e8-4429-9cf9-e9c7d7c93d30,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-106,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-106@7rkd12.onmicrosoft.com,8/14/2026 10:03:33 AM,-,dane-ddos-106,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-106,0.00,0.00,None,Off,1,1,8/14/2026 12:44:22 PM,2cb8487d-b078-4515-8b68-e8ca6b94a2e4,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-107,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-107@7rkd12.onmicrosoft.com,8/14/2026 10:03:40 AM,-,dane-ddos-107,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-107,0.00,0.00,None,Off,1,1,8/14/2026 12:46:36 PM,8f0e9163-9da1-4d94-ad87-bad6ab10da23,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-108,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-108@7rkd12.onmicrosoft.com,8/14/2026 10:03:48 AM,-,dane-ddos-108,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-108,0.00,0.00,None,Off,1,1,8/14/2026 12:45:21 PM,0b57288f-26e2-4e1e-8e5f-3c1f328a6614,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-109,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-109@7rkd12.onmicrosoft.com,8/14/2026 10:03:55 AM,-,dane-ddos-109,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-109,0.00,0.00,None,Off,1,1,8/14/2026 12:43:07 PM,4a3f7296-c21e-4443-8115-d6bf81d1bace,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-11,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-11@7rkd12.onmicrosoft.com,8/13/2026 6:36:57 PM,-,dane-ddos-11,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-11,0.00,0.00,None,Off,1,1,8/13/2026 8:41:19 PM,27441a25-ef70-46be-b177-4086b8fb2d19,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-110,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-110@7rkd12.onmicrosoft.com,8/14/2026 10:04:02 AM,-,dane-ddos-110,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-110,0.00,0.00,None,Off,1,1,8/14/2026 12:47:35 PM,53aefca8-462e-42a1-98fa-f630ee5c16e8,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-111,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-111@7rkd12.onmicrosoft.com,8/14/2026 10:04:10 AM,-,dane-ddos-111,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-111,0.00,0.00,None,Off,1,1,8/14/2026 12:45:58 PM,1bc84265-d6ef-47f0-8d61-e7caafccd1a1,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-112,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-112@7rkd12.onmicrosoft.com,8/14/2026 10:04:17 AM,-,dane-ddos-112,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-112,0.00,0.00,None,Off,1,1,8/14/2026 12:48:55 PM,ece0d944-932d-4b44-aa4e-8fd745c7e4d6,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-113,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-113@7rkd12.onmicrosoft.com,8/14/2026 11:32:15 AM,-,dane-ddos-113,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-113,0.00,0.00,None,Off,1,1,8/14/2026 1:39:56 PM,3c10079a-3eca-415c-a089-d722c124d37f,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-114,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-114@7rkd12.onmicrosoft.com,8/14/2026 10:21:16 AM,-,dane-ddos-114,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-114,0.00,0.00,None,Off,1,1,8/14/2026 12:57:18 PM,143d5218-d2e6-4fbf-b005-4bc580fd75bb,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-115,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-115@7rkd12.onmicrosoft.com,8/14/2026 10:04:37 AM,-,dane-ddos-115,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-115,0.00,0.00,None,Off,1,1,8/14/2026 12:48:37 PM,329f1a8b-4461-47ee-935b-fb0edd2acedb,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dane-ddos-116,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,dane-Site-Title-ddos-116@7rkd12.onmicrosoft.com,8/14/2026 10:04:46 AM,-,dane-ddos-116,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_dane-ddos-116,0.00,0.00,None,Off,1,1,8/14/2026 12:46:56 PM,5d9b2ea8-32f6-4aad-832a-01a7d436eeaf,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
